"AccName","GbifKey","OrigName","species","bioflor_id","LifeForm","LifeSpan","FlStart","FlEnd","FlDur","ReprType","Dicliny","Dichogamy","SelfComp","PollVec","PollVecGrp","BreedSys","FlowClass","Habitat","PollDep"
"Rubus josefianus H.E.Weber",2999285,"Rubus josefianus H. E. Weber","Rubus josefianus",2828,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus klimmekianus Matzk.",9142383,"Rubus klimmekianus Matzk.","Rubus klimmekianus",2829,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus koehleri Weihe & Nees",7458375,"Rubus koehleri Weihe","Rubus koehleri",2830,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus laciniatus Willd.",2992543,"Rubus laciniatus Willd.","Rubus laciniatus",2831,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus laevicaulis A.van de Beek",2998518,"Rubus laevicaulis A. Beek","Rubus laevicaulis",2832,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus lamprocaulos G.Braun",4938436,"Rubus lamprocaulos G. Braun","Rubus lamprocaulos",2833,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus langei G.Jensen ex Frid. & Gelert",2994721,"Rubus langei Jensen ex K. Friderichsen & Gelert","Rubus langei",2834,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus lasiandrus H.E.Weber",2998552,"Rubus lasiandrus H. E. Weber","Rubus lasiandrus",2835,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus latiarcuatus W.C.R.Watson",2990383,"Rubus latiarcuatus W. C. R. Watson","Rubus latiarcuatus",2836,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus leptothyrsos G.Braun",7713259,"Rubus leptothyrsos G. Braun","Rubus leptothyrsos",2837,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus leucandrus Focke",2997657,"Rubus leucandrus Focke","Rubus leucandrus",2838,"P","p",6,8,3,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus leuciscanus E.H.L.Krause",2991437,"Rubus leuciscanus E. H. L. Krause","Rubus leuciscanus",2839,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus libertianus Weihe ex Lej. & Court.",2990372,"Rubus libertianus Weihe ex Lej. & Courtois","Rubus libertianus",2840,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B",NA,NA
"Rubus lidforssii (Gelert) Lange",2999862,"Rubus lidforssii (Gelert) Lange","Rubus lidforssii",2841,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus lignicensis Figert",2997393,"Rubus lignicensis Figert","Rubus lignicensis",2842,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus limitis G.Matzke-Hajek & H.Grossheim",2997104,"Rubus limitis Matzk. & H. Grossh.","Rubus limitis",2843,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus lindebergii P.J.Müll.",3000260,"Rubus lindebergii P. J. Müll.","Rubus lindebergii",2844,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus lindleianus Lees",2994559,"Rubus lindleianus Lees","Rubus lindleianus",2845,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus lividus G.Braun ex Focke",2993962,"Rubus lividus G. Braun","Rubus lividus",2846,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus lobatidens H.E.Weber & G.Stohr",2998990,"Rubus lobatidens H. E. Weber & Stohr","Rubus lobatidens",2847,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus loehrii Wirtg.",2990359,"Rubus loehrii Wirtg.","Rubus loehrii",2848,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus costaefolius A.Först.",8562498,"Rubus longior A. Beek","Rubus costaefolius",2849,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus loosii H.E.Weber",2999263,"Rubus loosii H. E. Weber","Rubus loosii",2850,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus luminosus H.O.Martensen",2999158,"Rubus luminosus Martensen","Rubus luminosus",2851,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus lusaticus Rostock",8068757,"Rubus lusaticus Rostock","Rubus lusaticus",2852,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus maassii Focke ex Bertram",2998580,"Rubus maassii Focke ex Bertram","Rubus maassii",2853,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus macer H.E.Weber",2998915,"Rubus macer H. E. Weber","Rubus macer",2854,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus macrophyllus Weihe & Nees",2991019,"Rubus macrophyllus Weihe & Nees","Rubus macrophyllus",2855,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus macrostachys P.J.Müll.",2997879,"Rubus macrostachys P. J. Müll.","Rubus macrostachys",2856,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus macrothyrsus Lange",2991643,"Rubus macrothyrsus Lange","Rubus macrothyrsus",2857,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus marianus (Krause) H.E.Weber",2989204,"Rubus marianus (E. H. L. Krause) H. E. Weber","Rubus marianus",2858,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus marssonianus H.E.Weber",2998979,"Rubus marssonianus H. E. Weber","Rubus marssonianus",2859,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus martensenii H.E.Weber",2988807,"Rubus martensenii H. E. Weber","Rubus martensenii",2860,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus maximiformis H.E.Weber",2999834,"Rubus maximiformis H. E. Weber","Rubus maximiformis",2861,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus maximus T.Marsson",7443216,"Rubus maximus T. Marsson","Rubus maximus",2862,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus meierottii H.E.Weber",2989544,"Rubus meierottii H. E. Weber","Rubus meierottii",2863,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus melanoxylon P.J.Müll. & Wirtgen ex Genev.",9600431,"Rubus melanoxylon P. J. Müll. & Wirtg.","Rubus melanoxylon",2864,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus micans Gren. & Godron",2989144,"Rubus micans Godr. & Gren.","Rubus micans",2865,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus mollis J. & C.Presl",7850222,"Rubus mollis J. Presl & C. Presl","Rubus mollis",2866,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus montanus Lib. ex Lej.",7786853,"Rubus montanus Lib. ex Lej.","Rubus montanus",2867,"P","p",6,7,2,"sv","ms",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus mortensenii Frid. & Gelert ex E.H.L.Krause",2993897,"Rubus mortensenii E. H. L. Krause","Rubus mortensenii",2868,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus mougeotii Billot ex F.Schultz",7599223,"Rubus mougeotii Billot ex F. W. Schultz","Rubus mougeotii",2869,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus mucronulatus Boreau",2998714,"Rubus mucronulatus Boreau","Rubus mucronulatus",2870,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus muenteri Marsson",2990780,"Rubus muenteri T. Marsson","Rubus muenteri",2871,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus elegans P.J.Müll.",8251505,"Rubus multicaudatus H. E. Weber","Rubus elegans",2872,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus myricae Focke",2995807,"Rubus myricae Focke","Rubus myricae",2873,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus nemoralis P.J.Müll.",2989551,"Rubus nemoralis P. J. Müll.","Rubus nemoralis",2874,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus nemorosoides H.E.Weber",2998016,"Rubus nemorosoides H. E. Weber","Rubus nemorosoides",2875,"P","p",5,7,3,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus nemorosus Hayne",2988765,"Rubus nemorosus Hayne & Willd.","Rubus nemorosus",2876,"P","p",5,7,3,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus nessensis W.Hall",2994822,"Rubus nessensis Hall","Rubus nessensis",2877,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus neumannianus H.E.Weber & H.Vannerom",2999145,"Rubus neumannianus H. E. Weber & Vannerom","Rubus neumannianus",2878,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus nuptialis H.E.Weber",2997150,"Rubus nuptialis H. E. Weber","Rubus nuptialis",2879,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus oberdorferi H.E.Weber",2989167,"Rubus oberdorferi H. E. Weber","Rubus oberdorferi",2880,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus oblongifolius P.J.Müll. & Wirtg.",8009945,"Rubus oblongifolius P. J. Müll. & Wirtg.","Rubus oblongifolius",2881,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus obtusangulus Gremli",2997666,"Rubus obtusangulus Gremli","Rubus obtusangulus",2882,"P","p",7,7,1,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus odoratus L.",2994912,"Rubus odoratus L.","Rubus odoratus",2883,"P","p",5,7,3,"sv","so","h","SI","in","zo","X","B","T2","Yes"
"Rubus oenensis H.E.Weber",2997337,"Rubus oenensis H. E. Weber","Rubus oenensis",2884,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus omalodontos P.J.Müll. & Wirtg. ex Focke",3854703,"Rubus omalodontos P. J. Müll. & Wirtg.","Rubus omalodontos",2885,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus opacus Focke",2994552,"Rubus opacus Focke","Rubus opacus",2886,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus oreades P.J.Müll. & Wirtg. ex Genev.",2993476,"Rubus oreades P. J. Müll. & Wirtg.","Rubus oreades",2887,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus orthostachyoides H.E.Weber",8081609,"Rubus orthostachyoides H. E. Weber","Rubus orthostachyoides",2888,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus orthostachys G.Braun",8209375,"Rubus orthostachys G. Braun","Rubus orthostachys",2889,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus incarnatus P.J.Müll.",7781698,"Rubus osseus Matzk.","Rubus incarnatus",2890,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus pallidifolius E.H.L.Krause",2989119,"Rubus pallidifolius E. H. L. Krause","Rubus pallidifolius",2891,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus pallidus Weihe & Nees",7391303,"Rubus pallidus Weihe","Rubus pallidus",2892,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus pannosus P.J.Müll. & Wirtg. ex Focke",2994330,"Rubus pannosus P. J. Müll. & Wirtg.","Rubus pannosus",2893,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus parahebecarpus H.E.Weber",2995978,"Rubus parahebecarpus H. E. Weber","Rubus parahebecarpus",2894,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus pedemontanus Pinkwart",2993054,"Rubus pedemontanus Pinkw.","Rubus pedemontanus",2895,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus perperus H.E.Weber",2989554,"Rubus perperus H. E. Weber","Rubus perperus",2896,"P","p",7,7,1,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus pervirescens Sudre",2990995,"Rubus pervirescens Sudre","Rubus pervirescens",2897,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus phoenicacanthus A.Beek",2998271,"Rubus phoenicacanthus A. Beek","Rubus phoenicacanthus",2898,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus phoenicolasius Maxim.",2995149,"Rubus phoenicolasius Maxim.","Rubus phoenicolasius",2899,"P","p",5,6,2,"sv","so",NA,NA,"in","zo",NA,"B","T2",NA
"Rubus phylloglotta (K.Frid.) A.Gust.",7674309,"Rubus phylloglotta (Frid.) Å. Gust.","Rubus phylloglotta",2900,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus phyllostachys P.J.Müll.",2995030,"Rubus phyllostachys P. J. Müll.","Rubus phyllostachys",2901,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus phyllothyrsos Frid.",7945326,"Rubus phyllothyrsos Frid.","Rubus phyllothyrsos",2902,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus picearum (Beek) A.Beek",2997301,"Rubus picearum (A. Beek) A. Beek","Rubus picearum",2903,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus picticaulis H.E.Weber",2999877,"Rubus picticaulis H. E. Weber","Rubus picticaulis",2904,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus placidus H.E.Weber",2999817,"Rubus placidus H. E. Weber","Rubus placidus",2905,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus platyacanthus P.J.Müll. & Lefèvre",2997354,"Rubus platyacanthus P. J. Müll. & Lefèvre","Rubus platyacanthus",2906,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus platycephalus Focke",2994109,"Rubus platycephalus Focke","Rubus platycephalus",2907,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus plicatus Weihe & Nees",2990412,"Rubus plicatus Weihe & Nees","Rubus plicatus",2908,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus poliothyrsus A.Beek",2999716,"Rubus poliothyrsus Beek","Rubus poliothyrsus",2909,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus polyanthemus Lindeb",2997827,"Rubus polyanthemus Lindeb.","Rubus polyanthemus",2910,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus praecox Bertol.",8019170,"Rubus praecox Bertol.","Rubus praecox",2911,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus praestans H.E.Weber",2999111,"Rubus praestans H. E. Weber","Rubus praestans",2912,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus pruinosus Arrhen.",2988972,"Rubus pruinosus Arrh.","Rubus pruinosus",2913,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus pseudargenteus H.E.Weber",2988789,"Rubus pseudargenteus H. E. Weber","Rubus pseudargenteus",2914,"P","p",7,7,1,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus pseudincisior H.E.Weber",2999843,"Rubus pseudincisior H. E. Weber","Rubus pseudincisior",2915,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B",NA,NA
"Rubus pseudinfestus H.E.Weber",8177472,"Rubus pseudinfestus H. E. Weber","Rubus pseudinfestus",2916,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus pseudopsis Gremli",7505089,"Rubus pseudopsis Gremli","Rubus pseudopsis",2917,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus pseudothyrsanthus (Frid. & Gelert) Frid. & Gelert",2989087,"Rubus pseudothyrsanthus (Frid. & Gelert) Frid. & Gelert","Rubus pseudothyrsanthus",2918,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus umbrosus (Weihe & Nees) Arrh.",8674642,"Rubus pyramidalis Kaltenb.","Rubus umbrosus",2919,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus pyramidatus P.J.Müll.",2994630,"Rubus pyramidatus P. J. Müll.","Rubus pyramidatus",2920,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus radula Weihe ex Boenn.",2989842,"Rubus radula Weihe","Rubus radula",2921,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus raduloides (W.M.Rogers) Sudre",2989079,"Rubus raduloides (Rogers) Sudre","Rubus raduloides",2922,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus ranftii H.E.Weber",2999079,"Rubus ranftii H. E. Weber","Rubus ranftii",2923,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus raunkiaeri (K.Frid.) Gust.",8010352,"Rubus raunkiaeri (Frid.) Å. Gust.","Rubus raunkiaeri",2924,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus rhamnifolius Weihe & Nees",2993860,"Rubus rhamnifolius Weihe & Nees","Rubus rhamnifolius",2925,"P","p",7,8,2,"sv","ms",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus rhombifolius Weihe ex Boenn.",8691930,"Rubus rhombifolius Weihe","Rubus rhombifolius",2926,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus rhytidophyllus H.E.Weber",2996064,"Rubus rhytidophyllus H. E. Weber","Rubus rhytidophyllus",2927,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus ripuaricus Matzk.",8971725,"Rubus ripuaricus Matzk.","Rubus ripuaricus",2928,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus rosaceus Weihe & Nees",8248614,"Rubus rosaceus Weihe","Rubus rosaceus",2929,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus rotundifoliatus Sudre",2996218,"Rubus rotundifoliatus Sudre","Rubus rotundifoliatus",2930,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus rubercadaver A.Beek",2999639,"Rubus rubercadaver Beek","Rubus rubercadaver",2931,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus rudis Weihe & Nees",7621087,"Rubus rudis Weihe","Rubus rudis",2932,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus rufescens Lefèvre & P.J.Müll.",7449823,"Rubus rufescens P. J. Müll. & Lefèvre","Rubus rufescens",2933,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus salisburgensis Focke",2997953,"Rubus salisburgensis Focke ex Caflisch","Rubus salisburgensis",2934,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus saxatilis L.",2992808,"Rubus saxatilis L.","Rubus saxatilis",2935,"P","p",5,7,3,"sv","so","g1","SI","in","zo","X","BH","T1","Yes"
"Rubus saxicola P.J.Müll.",8059382,"Rubus saxicola P. J. Müll.","Rubus saxicola",2936,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus scaber Weihe & Nees",7879643,"Rubus scaber Weihe","Rubus scaber",2937,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus schlechtendalii Weihe ex Link",2988797,"Rubus schlechtendalii Weihe ex Link","Rubus schlechtendalii",2938,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus schlechtendaliiformis H.E.Weber",2999067,"Rubus schlechtendaliiformis H. E. Weber","Rubus schlechtendaliiformis",2939,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus schleicheri Weihe ex Tratt.",2989529,"Rubus schleicheri Weihe ex Tratt.","Rubus schleicheri",2940,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus schlickumii Wirtg.",2997297,"Rubus schlickumii Wirtg.","Rubus schlickumii",2941,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus schnedleri H.E.Weber",2988754,"Rubus schnedleri H. E. Weber","Rubus schnedleri",2942,"P","p",6,8,3,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus schumacheri (Ade) G.Matzke-Hajek",3000255,"Rubus schumacheri (Ade) Matzk.","Rubus schumacheri",2943,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus sciocharis (Sudre) W.C.R.Watson",2997421,"Rubus sciocharis (Sudre) W. C. R. Watson","Rubus sciocharis",2944,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus scissus W.C.R.Watson",2991652,"Rubus scissus W. C. R. Watson","Rubus scissus",2945,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus senticosus Köhler ex Weihe",2990369,"Rubus senticosus Köhler ex Weihe","Rubus senticosus",2946,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus septifolius H.E.Weber",2999712,"Rubus septifolius H. E. Weber","Rubus septifolius",2947,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus siekensis Banning ex G.Braun",7523574,"Rubus siekensis Banning ex G. Braun","Rubus siekensis",2948,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus silvaticus Weihe & Nees",2994750,"Rubus silvaticus Weihe & Nees","Rubus silvaticus",2949,"P","p",7,9,3,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus slesvicensis Lange",2999703,"Rubus slesvicensis Lange","Rubus slesvicensis",2950,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus sorbicus H.E.Weber",2999000,"Rubus sorbicus H. E. Weber","Rubus sorbicus",2951,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus spectabilis Pursh",2993761,"Rubus spectabilis Pursh","Rubus spectabilis",2952,"P","p",5,6,2,"sv","so",NA,"SI","in","zo","X","B","T2","Yes"
"Rubus speculatus Matzk.",9172820,"Rubus speculatus Matzk.","Rubus speculatus",2953,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus spinulatus Boulay",2988639,"Rubus spinulatus Boulay","Rubus spinulatus",2954,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus sprengelii Weihe",2990014,"Rubus sprengelii Weihe","Rubus sprengelii",2955,"P","p",6,8,3,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus sprengeliusculus (K.Frid. & Gelert) H.E.Weber",7778351,"Rubus sprengeliusculus (Frid. & Gelert) H. E. Weber","Rubus sprengeliusculus",2956,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus steracanthos P.J.Müll. ex Boulay",8027176,"Rubus steracanthos P. J. Müll. ex Boulay","Rubus steracanthos",2957,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus stormanicus H.E.Weber",2997084,"Rubus stormanicus H. E. Weber","Rubus stormanicus",2958,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus insolatus P.J.Müll.",2998275,"Rubus subcordatus H. E. Weber","Rubus insolatus",2959,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus suevicola H.E.Weber",2989616,"Rubus suevicola H. E. Weber","Rubus suevicola",2960,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus sulcatus Vest ex Tratt.",2997295,"Rubus sulcatus Vest","Rubus sulcatus",2961,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus sylvulicola J.Utsch",2997282,"Rubus sylvulicola Progel ex Utsch","Rubus sylvulicola",2962,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus tauni W.Schnedler & H.Grossh.",2988827,"Rubus tauni Schnedler & Großheim","Rubus tauni",2963,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
