"SciName","species","bioflor_id","LifeForm","LifeSpan","FlStart","FlEnd","FlDur","ReprType","Dicliny","Dichogamy","SelfComp","PollVec","PollVecGrp","BreedSys","FlowClass","Habitat","PollDep","AccName","GbifKey"
"Oenothera editicaulis Hudziok","Oenothera editicaulis",2112,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10.3.1","Intermediate","Oenothera editicaulis Hudziok","3666916"
"Oenothera ersteinensis R. Linder & R. Jean","Oenothera ersteinensis",2113,"H","b",7,10,4,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4.2","Intermediate","Oenothera ersteinensis R.Linder & R.Jean","3666776"
"Oenothera flaemingina Hudziok","Oenothera flaemingina",2114,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8.2.2, T8.3","Intermediate","Oenothera flaemingina Hudziok","3666608"
"Oenothera glazioviana Micheli s. str.","Oenothera glazioviana",2115,"H","b",6,9,4,"s","so","a2","SC","se, in","se, zo","XF","FnH","T10.3.3.1, T10.3.4.2, T10.4.3, T8.2.2, T8.3, T9.2.1","Intermediate","Oenothera glazioviana Micheli","3188894"
"Oenothera inconspecta Hudziok","Oenothera inconspecta",2116,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10.3.1","Intermediate","Oenothera inconspecta Hudziok","3665059"
"Oenothera indivisa Hudziok","Oenothera indivisa",2117,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10.3.1","Intermediate","Oenothera indivisa Hudziok","3665016"
"Oenothera jueterbogensis Hudziok","Oenothera jueterbogensis",2118,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10.3.1, T8.2.2, T8.2.2.1, T8.2.2.2, T8.2.2.5, T8.2.2.6, T8.3","Intermediate","Oenothera jueterbogensis Hudziok","7322362"
"Oenothera macrosperma Hudziok","Oenothera macrosperma",2119,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10.3.2","Intermediate","Oenothera macrosperma (Hudziok) Hudziok","3664235"
"Oenothera mediomarchica Hudziok","Oenothera mediomarchica",2120,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10.3.1","Intermediate","Oenothera mediomarchica Hudziok","3664104"
"Oenothera nuda Renner ex Rostanski","Oenothera nuda",2121,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8.2.2, T8.2.2.1, T8.2.2.2, T8.2.2.5, T8.2.2.6, T8.3","Intermediate","Oenothera nuda Renner ex Rostanski","3667628"
"Oenothera oakesiana (A. Gray) Robbins ex S. Watson & Coult s. str.","Oenothera oakesiana",2122,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10.3.1, T10.5.5","Intermediate","Oenothera oakesiana Robbins ex S.Watson","3188884"
"Oenothera obscurifolia Hudziok","Oenothera obscurifolia",2123,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10.3.1","Intermediate","Oenothera obscurifolia Hudziok","3667536"
"Oenothera octolineata Hudziok","Oenothera octolineata",2124,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8.2.2, T8.2.2.1, T8.2.2.2, T8.2.2.5, T8.2.2.6, T8.3","Intermediate","Oenothera octolineata Hudziok","3667520"
"Oenothera oehlkersii Kappus ex Rostanski","Oenothera oehlkersi",2125,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4.2","Intermediate","Oenothera oehlkersi Kappus ex Rostanski","7784421"
"Oenothera paradoxa Hudziok","Oenothera paradoxa",2126,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10.3.3.1, T8.2.2, T8.3","Intermediate","Oenothera paradoxa Hudziok","3667238"
"Oenothera parviflora L. s. str.","Oenothera parviflora",2127,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4.2, T10.3.1, T10.3.2, T10.4.5, T8.2.2.2, T8.3.1, T8.3.2","Intermediate","Oenothera parviflora L.","8994150"
"Oenothera pseudocernua Hudziok","Oenothera pseudocernua",2128,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH",NA,"Intermediate","Oenothera pseudocernua Hudziok","3666643"
"Oenothera punctulata Rostanski & Gutte","Oenothera punctulata",2129,"H","b",6,8,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10.3.1","Intermediate","Oenothera punctulata Rostanski & Gutte","3666491"
"Oenothera pycnocarpa G. F. Atk. & Bartlett","Oenothera pycnocarpa",2130,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10.5, T8.2.2, T8.2.2.1, T8.2.2.2, T8.2.2.5, T8.2.2.6, T8.3","Intermediate","Oenothera pycnocarpa G.F.Atk. & Bartlett","3188926"
"Oenothera pyramidiflora Hudziok","Oenothera pyramidiflora",2131,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8.2.2, T8.2.2.1, T8.2.2.2, T8.2.2.5, T8.2.2.6, T8.3","Intermediate","Oenothera pyramidiflora Hudziok","3666300"
"Oenothera royfraseri Gates","Oenothera royfraseri",2132,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8.2.2, T8.3","Intermediate","Oenothera royfraseri R.R.Gates","3665940"
"Oenothera rubricaulis Kleb.","Oenothera rubricaulis",2133,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4.2, T10.3.1, T8.2.2.2, T9.1.8","Intermediate","Oenothera rubricaulis Kleb.","7322529"
"Oenothera suaveolens Pers.","Oenothera suaveolens",2134,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4.2, T8.2.2.5, T8.3.1","Intermediate","Oenothera suaveolens Pers.","8302634"
"Oenothera subterminalis Gates","Oenothera subterminalis",2135,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4.2, T10.3.1","Intermediate","Oenothera subterminalis R.R.Gates","3664677"
"Oenothera victorini Gates & Catcheside","Oenothera victorinii",2136,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10.3.1","Intermediate","Oenothera victorinii R.R.Gates & Catches.","7322143"
"Oenothera albipercurva Renner ex Hudziok ","Oenothera albipercurva",2137,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8.2.2, T8.2.2.1, T8.2.2.2, T8.2.2.5, T8.2.2.6, T8.3","Intermediate","Oenothera albipercurva Renner ex Hudziok","3665816"
"Oenothera braunii Doell s. str.","Oenothera braunii",2138,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4.2, T10.3.1","Intermediate","Oenothera braunii Doell","7631453"
"Oenothera drawertii Renner ex Rostanski","Oenothera drawertii",2139,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8.2.2, T8.2.2.1, T8.2.2.2, T8.2.2.5, T8.2.2.6, T8.3","Intermediate","Oenothera drawertii Renner ex Rostanski","3667007"
"Oenothera fallax Renner s. str.","Oenothera fallax",2140,"H","b",6,9,4,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4.2, T8.2.2, T8.3","Intermediate","Oenothera fallax Renner","7915783"
"Oenothera hoelscheri Renner ex Rostanski","Oenothera hoelscheri",2141,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4.2, T8.2.2, T8.3","Intermediate","Oenothera hoelscheri Renner & Rostanski","7322443"
"Oenothera issleri Renner ex Rostanski ","Oenothera issleri",2142,"H","b",6,8,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8.2.2, T8.3","Intermediate","Oenothera issleri Renner ex Rostanski","7322373"
"Oenothera wienii Renner ex Rostanski","Oenothera wienii",2143,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4.2, T8.2.2, T8.3","Intermediate","Oenothera wienii Renner ex Rostanski","3667774"
"Omphalodes scorpioides (Haenke) Schrank","Memoremea scorpioides",2144,"H, T","a",4,5,2,"s","so","h",NA,"se, in","se, zo",NA,"B","L5.2.3",NA,"Memoremea scorpioides (Haenke) A.Otero, Jim.Mejias, Valcarcel & P.Vargas","9151187"
"Omphalodes verna Moench","Omphalodes verna",2145,"H","p",4,5,2,"sv","so","h",NA,"se, in","se, zo",NA,"B","L5.2.3",NA,"Omphalodes verna Moench","2926048"
"Onobrychis arenaria (Kit.) DC.","Onobrychis arenaria",2146,"H","p",6,7,2,"s","so","h",NA,"in","zo",NA,"H","T6.2.2.2, T6.2.2.3.1",NA,"Onobrychis arenaria DC.","2972841"
"Onobrychis montana DC.","Onobrychis montana",2147,"H","p",7,8,2,"s","so","h",NA,"in","zo",NA,"H","T3.4.2",NA,"Onobrychis montana DC.","2972610"
"Onobrychis viciifolia Scop.","Onobrychis viciifolia",2148,"H","p",5,7,3,"s","so","h","I","se, in","se, zo","X","H","T10.3.3.1, T6.2.2.2.3","Intermediate","Onobrychis viciifolia Scop.","2972595"
"Ononis arvensis L.","Ononis spinosa",2149,"H","p",6,7,2,"sv","so","h","SC","in","zo","AFXF","Hb","T6.2","Intermediate","Ononis spinosa L.","2977149"
"Ononis natrix L.","Ononis natrix",2150,"H","p",5,7,3,"s","so","h","SC","in","zo","AFXF","Hb","T10.3.3.1, T6.2.2.2","Intermediate","Ononis natrix L.","2977234"
"Ononis repens L.","Ononis spinosa",2151,"H","p",6,7,2,"s","so","h","SC","in","zo","AFXF","Hb","T10.3.3.1, T10.3.4.2, T6.2.2.2.3, T7.1.2, T7.3.2","Intermediate","Ononis spinosa L.","2977149"
"Ononis spinosa L. s. str.","Ononis spinosa",2152,"H","p",6,7,2,"s","so","h","SC","in","zo","AFXF","Hb","T10.3.3.1, T10.3.4.2, T6.2.1.5.1, T6.2.2.2.3, T7.3.2","Intermediate","Ononis spinosa L.","2977149"
"Onopordum acanthium L.","Onopordum acanthium",2153,"H","b",7,8,2,"s","so","a2",NA,"in","zo",NA,"B","T10.3.1.2, T8.2.2.5",NA,"Onopordum acanthium L.","3094900"
"Onosma arenaria Waldst. & Kit.","Onosma arenarium",2154,"H","b",5,6,2,"s","so","h",NA,"se, in","se, zo",NA,"HF","T1.4.1.2",NA,"Onosma arenarium Waldst. & Kit.","7294529"
"Ophioglossum vulgatum L.","Ophioglossum vulgatum",2155,"G","p",6,7,2,"sv","so",NA,"SC",NA,NA,"I",NA,"S2.2, S3.2, T4.5",NA,"Ophioglossum vulgatum L.","2650133"
"Ophrys apifera Huds.","Ophrys apifera",2156,"G","p",5,6,2,"s","so",NA,"SC","se","se","AO","Hb","T1.1.2.4.1, T1.4.1.3","No","Ophrys apifera Huds.","2792998"
"Ophrys araneola Rchb.","Ophrys sphegodes",2157,"G","p",4,5,2,"s","so",NA,"SC","in","zo","XF","Hb","T1.4.1",NA,"Ophrys sphegodes Mill.","2793334"
"Ophrys holoserica (Burm. f.) Greuter","Ophrys apifera",2158,"G","p",5,6,2,"s","so",NA,"SC","in","zo","XF","Hb","T6.2.2.2.3",NA,"Ophrys apifera Huds.","2792998"
"Ophrys insectifera L.","Ophrys insectifera",2159,"G","p",5,6,2,"s","so",NA,"SC","in","zo","XF","Hb","T1.1.1.4, T1.4.1.3, T6.2.2.2.3",NA,"Ophrys insectifera L.","2792588"
"Ophrys sphegodes Mill. s. str.","Ophrys sphegodes",2160,"G","p",4,5,2,"s","so",NA,"SC","in","zo","XF","Hb","T1.4.1, T6.2.2.2.3",NA,"Ophrys sphegodes Mill.","2793334"
"Orchis coriophora L.","Anacamptis coriophora",2161,"G","p",6,7,2,"s","so",NA,"SC","in","zo","XF","Hb","T7.1.2, T7.3.2, T7.3.5",NA,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","2808461"
"Orchis mascula (L.) L.","Orchis mascula",2162,"G","p",5,6,2,"s","so",NA,"SC, C","in","zo","XF","BHh","T1.1.1.4, T1.1.2.3, T1.1.2.4.1, T3.4.2, T6.2.2.2.3, T7.1.2, T7.1.3",NA,"Orchis mascula (L.) L.","2849427"
"Orchis militaris L.","Orchis militaris",2163,"G","p",5,6,2,"sv","so",NA,"SC","in","zo","XF","B","T6.2.2.2.3, T6.2.2.3.1",NA,"Orchis militaris L.","2809968"
"Orchis morio L.","Anacamptis morio",2164,"G","p",4,6,3,"s","so",NA,"SC","in","zo","XF","BHh","T6.2.2.2.3, T7.1.2, T7.3.2",NA,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase","2808565"
"Orchis pallens L.","Orchis pallens",2165,"G","p",4,5,2,"s","so",NA,"SC","in","zo","XF","B","T1.1.1.4, T1.1.2.1, T1.1.2.4.1",NA,"Orchis pallens L.","2810078"
"Orchis palustris Jacq. s. l.","Anacamptis palustris",2166,"G","p",6,7,2,"s","so",NA,"SC","in","zo","XF","B","S2.2.2, T7.3.2, T7.3.5",NA,"Anacamptis palustris (Jacq.) R.M.Bateman, Pridgeon & M.W.Chase","2808399"
"Orchis purpurea Huds.","Orchis purpurea",2167,"G","p",5,6,2,"ssv","so",NA,"SC","in","zo","XF","BHh","L5.2.3, T1.1.1.4, T1.1.2.4, T6.2.2.2.3",NA,"Orchis purpurea Huds.","8794742"
"Orchis simia Lam.","Orchis simia",2168,"G","p",5,6,2,"s","so",NA,"SC","in","zo","X","B","T6.2.2.2.3",NA,"Orchis simia Lam.","2812415"
"Orchis spitzelii W. D. J. Koch","Orchis spitzelii",2169,"G","p",6,7,2,"s","so",NA,"SC","in","zo","XF","B","T6.2.2.2.3",NA,"Orchis spitzelii Saut. ex W.D.J.Koch","2849584"
"Orchis tridentata Scop.","Platanthera clavellata",2170,"G","p",5,6,2,"s","so",NA,"SC","in","zo","XF","BHb","T6.2.2.2.3",NA,"Platanthera clavellata (Michx.) Luer","2797979"
"Orchis ustulata L.","Neotinea ustulata",2171,"G","p",5,6,2,"s","so",NA,"SC","in","zo","XF","F","T6.2.2.2.3, T6.2.2.3.1",NA,"Neotinea ustulata (L.) R.M.Bateman, Pridgeon & M.W.Chase","2812375"
"Oreochloa disticha (Wulfen) Link","Oreochloa disticha",2172,"H","p",7,8,2,"s","so",NA,NA,"wi","ab",NA,"W","T3.4.1",NA,"Oreochloa disticha Link","4142958"
"Origanum vulgare L.","Origanum vulgare",2173,"H","p",7,9,3,"sv","gm, gd","a2","SC","in","zo","XF","B","T1.1.2.4, T1.4.1.3, T10.3.3.1, T10.3.4.2, T2.1.2, T6.2.2.2.3, T8.1.2","Intermediate","Origanum vulgare L.","2926612"
"Orlaya grandiflora (L.) Hoffm.","Orlaya grandiflora",2174,"T","a",6,8,3,"s","gm, am","h","SC","se, in","se, zo","AFXF","A","T6.1.2.2","Intermediate","Orlaya grandiflora (L.) Hoffm.","3638282"
"Ornithogalum angustifolium Boreau","Ornithogalum umbellatum",2175,"G","p",4,5,2,"vvs","so",NA,"SI","in","zo","X","AB","T1.3, T8.2.1.2, T9.1.2.1","Yes","Ornithogalum umbellatum L.","2773448"
"Ornithogalum boucheanum (Kunth) Asch.","Ornithogalum boucheanum",2176,"G","p",4,5,2,"sv","so",NA,NA,"se, in","se, zo",NA,"AB","T1.3",NA,"Ornithogalum boucheanum Asch.","2773055"
"Ornithogalum nutans L.","Ornithogalum nutans",2177,"G","p",4,5,2,"sv","so","a2",NA,"se, in","se, zo",NA,"AB","T1.3, T8.2.1.2",NA,"Ornithogalum nutans L.","2773281"
"Ornithogalum pyramidale L.","Ornithogalum pyramidale",2178,"G","p",6,7,2,"sv","so","g1",NA,"se, in","se, zo",NA,"AB","T6.2",NA,"Ornithogalum pyramidale L.","2772885"
"Ornithogalum pyrenaicum L. s. l.","Ornithogalum pyrenaicum",2179,"G","p",5,7,3,"ssv","so","g1",NA,"se, in","se, zo",NA,"AB","T1.1.2.3",NA,"Ornithogalum pyrenaicum L.","2772902"
"Ornithogalum umbellatum L. s. str.","Ornithogalum umbellatum",2180,"G","p",4,5,2,"vvs","so, ad","g1","I","se, in","se, zo","X","AB","T1.3, T7.1.2, T8.2.1.2, T9.1.2.1, T9.3.1, T9.3.2.1","Intermediate","Ornithogalum umbellatum L.","2773448"
"Ornithopus perpusillus L.","Ornithopus perpusillus",2181,"H, T","a, p",5,6,2,"s","so","h","SC","se, in","se, zo","AF","H","T10.3.3.1, T6.2.1.4.5, T9.1.1.1.1, T9.1.1.2","Intermediate","Ornithopus perpusillus L.","5358256"
"Ornithopus sativus Brot.","Ornithopus sativus",2182,"H, T","a, p",6,8,3,"s","so","h","SC","se, in","se, zo","AFXF","H","T6.2.1.4","Intermediate","Ornithopus sativus Brot.","5358266"
"Orobanche alba Stephan ex Willd.","Orobanche alba",2183,"G","h",6,7,2,"s","so","h","SC","se, in","se, zo","AF","H","T3.4.2, T6.2.1.4","Intermediate","Orobanche alba Steph. ex Willd.","8051275"
"Orobanche alsatica Kirschl. s. l.","Orobanche alsatica",2184,"G","h",6,7,2,"s","so","h","SC","se, in","se, zo","AFXF","H","T8.1.1","Intermediate","Orobanche alsatica Kirschl.","7332642"
"Orobanche amethystea Thuill.","Orobanche amethystea",2185,"G","h, p",6,7,2,"s","so","h","SC","se, in","se, zo","AFXF","H","T6.2.2.2.1","Intermediate","Orobanche amethystea Thuill.","7519710"
"Orobanche artemisiae-campestris Vaucher ex Gaudin","Orobanche artemisiae",2186,"G","h",6,7,2,"s","so","h","SC","se, in","se, zo","AFXF","H","T6.2","Intermediate","Orobanche artemisiae-campestris Gaudin","7332625"
"Orobanche caryophyllacea Sm.","Orobanche caryophyllacea",2187,"G","h, p",6,7,2,"sv","so","h","SC","se, in","se, zo","XF","H","T6.2.2.2.3","Intermediate","Orobanche caryophyllacea Sm.","3734492"
"Orobanche coerulescens Stephan","Orobanche coerulescens",2188,"G","h",6,7,2,"s","so","h","SC","se, in","se, zo","AFXF","H","T6.2","Intermediate","Orobanche coerulescens Stephan","8195627"
"Orobanche flava Mart. ex F. W. Schultz","Orobanche flava",2189,"G","h, p",5,7,3,"sv","so","h","SC","se, in","se, zo","AFXF","H","L5.1.1, T5.1","Intermediate","Orobanche flava Mart. ex F.W.Schultz","7332516"
"Orobanche gracilis Sm.","Orobanche gracilis",2190,"G","h, p",5,8,4,"s","so","h","SC","se, in","se, zo","AFXF","H","T1.4.1.3, T3.4.2","Intermediate","Orobanche gracilis Sm.","7750780"
"Orobanche hederae Duby","Orobanche hederae",2191,"G","b, h, p",5,7,3,"s","so","h","SC","se, in","se, zo","AF","H","T1.1.2.4.1, T1.3","Intermediate","Orobanche hederae Duby","3733128"
"Orobanche arenaria Borkh.","Phelipanche arenaria",2192,"G","b, h",6,7,2,"s","so","h","SC","se, in","se, zo","AFXF","H","T6.2.1.4","Intermediate","Phelipanche arenaria Pomel","3729246"
"Orobanche lucorum A. Braun","Orobanche rubi",2193,"G","h, p",6,8,3,"s","so","h","SC","se, in","se, zo","AFXF","H","T2.1.2.1.1","Intermediate","Orobanche rubi Duby","3731228"
"Orobanche lutea Baumg.","Orobanche lutea",2194,"G","h, p",5,6,2,"s","so","h","SC","se, in","se, zo","AFXF","H","T8.1.2","Intermediate","Orobanche lutea Baumg.","7943745"
"Orobanche elatior Sutton","Orobanche elatior",2195,"G","h, p",6,7,2,"s","so","h","SC","se","se","AF","H","T6.2.2.2","No","Orobanche elatior Sutton","7718653"
"Orobanche minor Sm.","Orobanche minor",2196,"G, T","a, p",6,7,2,"sv","so","h","SC","se, in","se, zo","AF","H","T7.1.2, T8.1.2.2","Intermediate","Orobanche minor Sm.","3173271"
"Orobanche picridis F. W. Schultz","Orobanche picridis",2197,"G, T","a, b, h",6,7,2,"s","so","h","SC","se, in","se, zo","AFXF","H","T7.1.2","Intermediate","Orobanche picridis F.W.Schultz","3731663"
"Orobanche purpurea Jacq.","Phelipanche purpurea",2198,"G","h, p",6,7,2,"s","so","h","SC","se, in","se, zo","AF","H","T6.2.2.2.3, T7.1.2, T7.5.2.1","Intermediate","Phelipanche purpurea (Jacq.) Soják","8245539"
"Orobanche ramosa L.","Phelipanche ramosa",2199,"T","a",7,8,2,"s","so","h","SC","se, in","se, zo","AFXF","H","T9.1.1.3, T9.1.8","Intermediate","Phelipanche ramosa Pomel","3728894"
"Orobanche rapum-genistae Thuill.","Orobanche rapum",2200,"G","h, p",5,6,2,"s","so","h","SC, SI","se, in","se, zo","XF","H","T2.1.1.1","Intermediate","Orobanche rapum-genistae Thuill.","3731346"
"Orobanche reticulata Wallr.","Orobanche reticulata",2201,"G, T","a, p",6,7,2,"s","so","h","SC","se, in","se, zo","AF","H","T3.4.2, T6.2.2.2.3, T6.2.2.2.4, T8.2.2","Intermediate","Orobanche reticulata Wallr.","7332320"
"Orobanche salviae F. W. Schultz ex W. D. J. Koch","Orobanche salviae",2202,"G","h",6,8,3,"s","so","h","SC","se, in","se, zo","AFXF","H","T1.1.1","Intermediate","Orobanche salviae F.G.Schultz","3731169"
"Orobanche teucrii Holandre","Orobanche teucrii",2203,"G","h, p",6,7,2,"s","so","h","SC","se, in","se, zo","AFXF","H","T5.1.2.1","Intermediate","Orobanche teucrii Holand.","3730664"
"Orthilia secunda (L.) House","Orthilia secunda",2204,"C, S","p",6,7,2,"sv","so","g1","SC","se, in","se, zo","AFXF","B","T1.1.2.5, T1.4.1.2, T1.4.1.3","Intermediate","Orthilia secunda (L.) House","2888310"
"Osmunda regalis L.","Osmunda regalis",2205,"G","p",6,7,2,"s","so",NA,"I",NA,NA,"X",NA,"S3.2, S3.2.5",NA,"Osmunda regalis L.","8049341"
"Oxalis acetosella L.","Oxalis acetosella",2206,"G, H","p",4,5,2,"sv","so","h","SC","se, kl, in","se, se, zo","AF","BD","T1.1.1, T1.4.2, T1.4.5","Intermediate","Oxalis acetosella L.","8211958"
"Oxalis corniculata L.","Oxalis corniculata",2207,"H, T","a, p",6,9,4,"sv","so","h","SC","se, pk, kl","se, se, se","AF","B","T10.3.3.1, T7.4, T9.1.1.3, T9.2","Intermediate","Oxalis corniculata L.","8427624"
"Oxalis decaphylla Kunth","Oxalis decaphylla",2208,"G","p",NA,NA,NA,"vvs","so","h","SC",NA,NA,NA,"B","T9.1.2.1.1",NA,"Oxalis decaphylla Kunth","2891652"
"Oxalis dillenii Jacq.","Oxalis dillenii",2209,"T","a",7,10,4,"sv","so","h","SC","se","se","AF","B","T7.2.1, T9.1.1.3","No","Oxalis dillenii Jacq.","2891677"
"Oxalis fontana Bunge","Oxalis fontana",2210,"G","p",6,10,5,"sv","so","h","SC","se, pk","se, se","AF","B","T9.1.1.1, T9.1.1.3","Intermediate","Oxalis fontana Bunge","2891701"
"Vaccinium macrocarpon Aiton","Vaccinium macrocarpum",2211,"H","p",6,6,1,"vvs","so","a2","SC","se, in","se, zo","AFXF","B","S1.3.2","Intermediate","Vaccinium macrocarpum Ait.","7777960"
"Vaccinium oxycoccos L. (s. l.)","Vaccinium oxycoccos",2212,"H","p",6,8,3,"vvs","so","a2","SC","wi, se, in","ab, se, zo","AFXF","B","S1.1","Intermediate","Vaccinium oxycoccos L.","2882940"
"Oxyria digyna (L.) Hill","Oxyria digyna",2213,"H","p",6,8,3,"sv","gm","g2, h",NA,"wi","ab",NA,"W","T3.3.1",NA,"Oxyria digyna Hill","2889358"
"Oxytropis jacquinii Bunge","Oxytropis jacquinii",2214,"H","p",7,8,2,"s","so","h",NA,"in","zo",NA,"H","T3.2.3, T3.4.2.1",NA,"Oxytropis jacquinii Bunge","5361072"
"Oxytropis pilosa (L.) DC.","Oxytropis pilosa",2215,"H","p",6,7,2,"s","so","h",NA,"in","zo",NA,"H","T6.2.2.3",NA,"Oxytropis pilosa DC.","5361010"
"Prunus padus L.","Prunus padus",2216,"M, N","p",4,5,2,"ssv","so","g2, g1, h",NA,"se, in","se, zo",NA,"AB","L5.2.3, T1.1.1, T1.1.2.1, T2.1.2.1, T3.1.1, T5.1.4",NA,"Prunus padus L.","3021037"
"Prunus serotina Ehrh.","Prunus serotina",2217,"M, N","p",5,7,3,"ssv","so","g2, h","SI","wi, in","ab, zo","X","AB","T1.1.2.5","Intermediate","Prunus serotina Ehrh.","3021850"
"Prunus virginiana L.","Prunus serotina",2218,"M, N","p",5,6,2,"ssv","so","g2, h",NA,"in","zo",NA,"AB",NA,NA,"Prunus serotina Ehrh.","3021850"
"Paeonia officinalis L.","Paeonia officinalis",2219,"G","p",5,6,2,"s","so","g2",NA,"in","zo",NA,"Po",NA,NA,"Paeonia officinalis L.","3083488"
"Panicum capillare L.","Panicum capillare",2220,"T","a",7,8,2,"s","so",NA,"SC","wi","ab",NA,"W","T1.3, T8.3, T9.2",NA,"Panicum capillare L.","2705162"
"Panicum dichotomiflorum Michx.","Panicum dichotomiflorum",2221,"T","a",7,9,3,"s","so",NA,"SC","wi","ab",NA,"W","T9.1.1.2",NA,"Panicum dichotomiflorum Michx.","2705144"
"Panicum miliaceum L.","Panicum miliaceum",2222,"T","a",7,10,4,"s","so","h","SC","wi, se","ab, se","AFXF","W","T8.3.1, T9.1.4","Intermediate","Panicum miliaceum L.","2705090"
"Papaver argemone L.","Papaver argemone",2223,"H, T","a",5,7,3,"s","so","h","SC","se, pk, in","se, se, zo","AFXF","Po","T8.3.1","Intermediate","Papaver argemone L.","2888445"
"Papaver dubium L. s. str.","Papaver dubium",2224,"H, T","a",5,7,3,"s","so","h","SC","se, in","se, zo","AFXF","Po","T6.2.2.2.2, T8.3.1, T9.1.1.1","Intermediate","Papaver dubium L.","2888464"
"Papaver hybridum L.","Papaver hybridum",2225,"H, T","a",5,7,3,"s","so","h","SC","se, kl","se, se","AO","Po","T8.3.1","Intermediate","Papaver hybridum L.","2888446"
"Papaver lecoqii Lamotte","Papaver lecoqii",2226,"H, T","a, p",5,7,3,"s","so","h","SC","se, in","se, zo","AFXF","Po","T6.2.2.2.2, T8.3.1","Intermediate","Papaver lecoqii La Motte","10315090"
"Papaver rhoeas L.","Papaver rhoeas",2227,"H, T","a",5,7,3,"s","so","h","SI","in","zo","X","Po","T8.3.1, T9.1.1","Yes","Papaver rhoeas L.","2888443"
"Papaver alpinum L.","Papaver alpinum",2228,"H","p",7,8,2,"s","so","h","SC, I, SI","se, in","se, zo","X","Po","T5.1.2.2.1","Intermediate","Papaver alpinum L.","2888456"
"Papaver somniferum L.","Papaver somniferum",2229,"T","a",6,8,3,"s","so","h","I, SI","se, in","se, zo","X","Po","T8.3.1","Intermediate","Papaver somniferum L.","2888439"
"Parapholis strigosa (Dumort.) C. E. Hubb.","Parapholis strigosa",2230,"T","a",6,7,2,"s","so",NA,NA,"wi","ab",NA,"W","H1.1.3.4",NA,"Parapholis strigosa (Dum.) C.E.Hubb.","5290068"
